genome_id	covered	length	percent_covered
G000019665	151	2287145	0.006602117487085427
G000019725	2071	6899270	0.030017668535946555
G000019785	7115	4909403	0.14492597165072818
G000019845	453	4418656	0.010251986124287567
G000019945	5421	5849037	0.09268192353715662
G000019965	419	5957605	0.0070330275337153105
G000020025	115	9059291	0.0012694150127200905
G000020045	398	8676622	0.004587038596356969
G000020125	527	8214698	0.006415330180123481
G000020225	2405	2664102	0.09027432132853772
G000020425	7237	2832748	0.25547630781135494
G000020625	151	2579715	0.0058533597703622296
G000021005	151	4711199	0.0032051288854493304
G000021045	113	5365318	0.0021061193390587473
G000021365	302	3745629	0.008062731252881693
G000021745	151	4305430	0.0035071990486432248
G000021805	115	4787754	0.0024019613371948517
G000021825	115	6554289	0.0017545762782202614
G000021845	4508	6180772	0.07293587273563885
G000021865	302	3871940	0.0077997076400977295
G000021985	604	3464554	0.01743370142304031
G000022005	2060	4042929	0.05095315797037247
G000022025	219	4980910	0.004396786932508317
G000022065	604	4068724	0.014844948932392563
G000022085	760	8839162	0.008598100136641912
G000022305	3048	3796573	0.08028292884135245
G000022885	191	3812301	0.005010097576240701
G000022905	3543	2819246	0.1256718995078826
G000023065	2333	3471292	0.06720840540064046
G000023145	1985	2446804	0.08112623651097513
G000023205	18857	2501097	0.7539491671054741
G000023265	394	2158157	0.018256317774842146
G000023405	417	3614992	0.011535295237167884
G000023705	583	2547570	0.02288455273064136
G000023745	542	3082047	0.017585714948539072
G000023825	755	5167383	0.0146108774983391
G000023865	123	4308349	0.002854921920206557
G000023885	112	3165038	0.0035386620950522553
G000024005	222	9127347	0.0024322511240122678
G000024025	277	10467782	0.0026462148332855994
G000024065	541	2749646	0.019675260015289242
G000024085	151	2852073	0.005294394638566404
G000024105	2254	1998653	0.11277595460542676
G000024265	1524	3632260	0.04195734886819776
G000024385	282	5639016	0.0050008724926476535
G000024405	420	4486690	0.009361021153678992
G000024565	151	1673300	0.009024084145102492
G000024765	267	2582886	0.010337273886652372
G000024785	153	5290032	0.002892232031866726
G000024865	151	10369538	0.0014561883084858746
G000024925	482	4253413	0.011332076146849602
G000024945	1073	2132142	0.05032497835510018
G000024985	1099	3993784	0.027517762603085194
G000025225	151	1809746	0.008343712322060664
G000025265	453	6359369	0.007123348244141832
G000025345	221	5322497	0.004152186464360619
G000025565	1767	5598836	0.03156013142731811
G000025705	604	3003656	0.020108827375704807
G000025965	528	4727295	0.011169178145218355
G000025985	1126	5241720	0.021481498439443542
G000026105	1359	5888780	0.0230777852118775
G000026225	13721	4643881	0.29546407412248504
G000026745	640	2170828	0.029481838266320504
G000027085	1046	5444343	0.019212602879723047
G000046845	1158	3598621	0.032178993008710834
G000058485	149	7497934	0.0019872140779046603
G000067165	600	13033779	0.004603423151489679
G000067205	2122	5287950	0.04012897247515578
G000069225	2143	3403826	0.06295856486201117
G000069785	100	6476562	0.0015440290697441017
G000069945	870	2369219	0.03672096163334837
G000069965	4696	4099915	0.11453895995404784
G000083545	4227	6123891	0.06902474260237487
G000091125	1334	4424942	0.03014728780625825
G000091305	302	10148695	0.002975752054820842
G000091545	3693	2116096	0.1745194924993951
G000091785	151	4149178	0.0036392750564087635
G000092025	151	5674318	0.002661112753990876
G000092045	892	6530348	0.013659302689535077
G000092125	393	3721709	0.010559664928128449
G000092285	1833	4655622	0.039371753119132095
G000092365	604	1986154	0.030410532113824003
G000092645	378	4189976	0.009021531388246615
G000092785	302	2131925	0.014165601510372081
G000092825	229	3157527	0.007252511221598422
G000092905	670	3384766	0.019794573686925478
G000092925	303	4765023	0.006358836043393704
G000092985	767	6543332	0.011721856693195455
G000093025	1369	3059871	0.04474044820843755
G000142905	370	28683227	0.001289952486866279
G000142945	3406	228641905	0.0014896656848620991
G000143105	367	29799766	0.001231553294747348
G000143365	98	34887659	0.0002809016219746931
G000143535	465	42630406	0.00109077075174935
G000143745	402	3212421	0.012513926412509443
G000143825	1744	2349953	0.07421425024245167
G000143965	151	3655731	0.004130500849214562
G000144405	1326	3168302	0.04185207092000699
G000144605	1599	3445263	0.046411551164599045
G000144625	144	4662871	0.0030882261164848867
G000145035	151	4404946	0.0034279648377074316
G000145235	1205	7025559	0.01715166010277616
G000145255	652	3162471	0.020616789845661825
G000145295	302	1639155	0.018424127065469708
G000145635	301	43778984	0.000687544507656916
G000145945	1739	6201740	0.02804051766117251
G000146045	143	12157425	0.0011762359216692681
G000146065	1769	2246820	0.0787334989006685
G000146185	1176	2831429	0.041533797951493756
G000146345	261	2125144	0.012281520687539292
G000146675	151	2559558	0.00589945607796346
G000146915	151	37216127	0.000405738082310392
G000147675	524	1989504	0.02633822299427395
G000147815	114	11138353	0.0010234906363624854
G000147835	613	4573261	0.013404002089537423
G000148565	1055	1885192	0.05596246960521793
G000148585	1591	1868883	0.0851310649195268
G000149035	224	51657367	0.0004336264370578547
G000149405	10205	32438625	0.031459409885591635
G000149555	134	41845334	0.00032022686209172093
G000149645	1349	31673376	0.004259097609298106
G000149685	845	15547812	0.005434848324638863
G000149755	504	82599261	0.0006101749505967129
G000149925	711	88732216	0.000801287325000426
G000149985	199	37998405	0.0005237061924046548
G000150035	151	14680191	0.001028596971251941
G000150675	104	33901404	0.00030677195552137015
G000150705	184	32927428	0.0005588046536765641
G000150735	648	29953660	0.002163341641722581
G000151545	1986	53160464	0.0037358590399060474
G000153125	560	4351117	0.012870258372735092
G000153305	100	4053299	0.0024671261606903417
G000153465	151	4327234	0.003489527028120041
G000153625	223	2441652	0.009133160663354154
G000153705	253	3806298	0.006646878410466023
G000153725	815	5483083	0.01486390047351098
G000153885	1386	2871315	0.04827056592536869
G000153905	3954	3626568	0.10902870151614419
G000153925	758	2742506	0.027638955028721903
G000154065	2481	2916133	0.08507842406364867
G000154105	3981	4436217	0.08973862189338348
G000154125	8319	6465989	0.1286578124398294
G000154205	12710	4719737	0.26929466620703657
G000154285	452	2191413	0.02062596142306357
G000154305	301	3607436	0.008343876370918293
G000154365	1492	6559328	0.022746232540894435
G000154405	151	1704172	0.008860607966801473
G000154425	452	3103427	0.014564544292486985
G000154445	546	2972596	0.01836778358041254
G000154465	2288	2550898	0.0896939038722834
G000154485	1175	3235415	0.03631682488954276
G000154505	764	3623405	0.021085139530358878
G000154525	2464	4010149	0.061444100954852296
G000154565	1520	3720228	0.040857710871484224
G000154845	4357	4301897	0.10128090003084685
G000154965	133	9313494	0.0014280354934463908
G000154985	930	1925587	0.04829696087478779
G000155205	1443	2732155	0.05281545153916963
G000155325	1283	4214547	0.030442180381426525
G000155475	151	2215450	0.006815771062312397
G000155555	333	8680161	0.0038363343721389497
G000155815	2170	4198015	0.05169109686363674
G000155955	275	2577156	0.010670677289228901
G000156015	302	2496639	0.01209626221492174
G000156075	21449	5566997	0.3852885137175393
G000156175	671	1809537	0.037081308644144884
G000156195	2849	4893041	0.058225549305636316
G000156375	151	2868136	0.005264743373396519
G000156435	151	8511959	0.001773974710169539
G000156495	1319	4789197	0.027541151470695403
G000156515	203	3892299	0.005215426666861925
G000156535	3890	4413395	0.08814076238360717
G000156615	21860	2601586	0.84025667419797
G000156635	756	2008308	0.03764362836776032
G000156655	1312	2518623	0.05209195659691823
G000156675	1182	3058861	0.03864183432983715
G000156995	388	5714478	0.006789771524188211
G000157915	1925	4042944	0.047613818049421414
G000157935	8501	3512993	0.24198738796234434
G000157955	2117	3245671	0.06522534169359741
G000157975	346	3627583	0.009538031245597964
G000157995	346	3933603	0.00879600712120669
G000158015	1629	2333426	0.06981151319990435
G000158035	6994	6871444	0.10178355524690298
G000158075	302	6419152	0.004704671271220872
G000158315	114	3487644	0.0032686822393569984
G000158615	302	2171465	0.013907661417522272
G000158955	151	8653262	0.0017450066807176302
G000159035	302	2704132	0.011168093865240307
G000159115	5796	2437926	0.23774306521198757
G000159135	917	2830671	0.032395145885904794
G000159355	145	1781119	0.008140949594047337
G000159375	134	2108860	0.006354143945069848
G000159435	414	1879552	0.02202652546989921
G000159495	151	2993177	0.005044806905839514
G000159595	8109	2877163	0.28184013210235226
G000159635	353	2387304	0.014786554205078198
G000159995	373	2585819	0.014424830198865427
G000160015	249	2118807	0.011751896232172161
G000160035	195	3479344	0.005604504757218602
G000160055	1459	1895960	0.07695310027637714
G000160095	1027	7178144	0.0143073195522408
G000160435	151	2406755	0.006274007948461725
G000160475	223	2616043	0.008524324714846048
G000160495	151	2559553	0.005899467602350879
G000160535	225	3274250	0.006871802702909064
G000160595	126	1735634	0.00725959505287405
G000160655	151	2642994	0.005713217661485422
G000160675	151	1947346	0.007754143331488087
G000160755	2999	4028160	0.07445086590403559
G000160775	151	3079840	0.00490285209621279
G000160795	451	3190939	0.014133770654970214
G000160855	228	2021542	0.01127851907108534
G000160875	517	1277869	0.04045798121716702
G000161615	139	6260142	0.0022203969175140117
G000162255	2538	2305826	0.1100690164825967
G000162295	531	3971936	0.01336879546901058
G000162755	520	4153753	0.012518799264183499
G000162875	151	2096309	0.007203136560497522
G000163295	200	1891867	0.010571567663054537
G000163435	1010	2493221	0.04050984649976877
G000163455	1908	5451034	0.035002533464293197
G000163595	151	5268029	0.0028663471670334387
G000163775	280	2373174	0.01179854490231226
G000164095	1129	1914018	0.05898586115700062
G000164135	151	6566631	0.002299504875483334
G000164675	391	2153652	0.01815520799089175
G000164695	1320	2506025	0.05267305793038776
G000165735	188	1766268	0.010643911343012498
G000166135	149	8815781	0.0016901508782942772
G000166395	601	4059653	0.014804220951889236
G000166795	1344	2965832	0.04531612040061608
G000167095	123	2295128	0.005359178224482469
G000167675	363	33397233	0.0010869163921454212
G000167995	151	4553021	0.003316479322190695
G000168035	2786	4713757	0.05910359825506491
G000169015	3206	4565214	0.07022671883508637
G000169035	3502	2440349	0.14350406437767713
G000169175	102	9773906	0.001043595058106759
G000169235	3088	3186331	0.09691397409748077
G000169255	937	4242356	0.022086783853123123
G000169475	3866	3502751	0.11037039172924368
G000171235	271	5675977	0.004774508423836108
G000171775	453	9180261	0.004934500228261484
G000172155	641	8220857	0.007797240603990558
G000172175	4256	6052736	0.0703153086471969
G000172555	302	7416242	0.004072143276877966
G000172815	1251	3834298	0.032626572060909194
G000173075	151	7849920	0.0019235864824100118
G000173355	1013	1890386	0.053586939386982335
G000173435	4597	2305508	0.1993920645688499
G000173455	3631	2059029	0.17634525788612013
G000173555	115	6005874	0.001914792085215241
G000173735	151	4309106	0.0035042071371648785
G000173775	302	4320278	0.006990290902576177
G000173795	245	2680793	0.009139086829904434
G000173815	491	4550100	0.01079097162699721
G000173895	296	1873453	0.015799702474521646
G000173915	185	1916472	0.009653154337762305
G000173975	3084	3294476	0.0936112450052755
G000173995	145	2173992	0.00666975775439836
G000174035	151	4863135	0.0031049929726400765
G000174195	2801	4052022	0.06912598204057135
G000174655	221	2831972	0.007803749472099299
G000174695	1505	2732325	0.05508129523391251
G000175255	302	2143581	0.014088574212964194
G000175375	1125	2856128	0.0393889909695924
G000175575	453	2987105	0.015165185020278832
G000175615	1925	2255638	0.08534170819963133
G000176035	129	6884444	0.001873789662607467
G000176175	151	4959124	0.00304489260603284
G000176355	151	3274674	0.004611146025528037
G000176735	145	2033718	0.007129798723323489
G000176855	3273	5482170	0.05970263599997811
G000176895	151	6180184	0.00244329295050115
G000177075	972	3036301	0.0320126364283383
G000177315	294	2426832	0.01211455922783283
G000177435	846	2163833	0.03909728708269076
G000177635	151	2928377	0.005156439898278124
G000178435	1293	2008833	0.06436572875893616
G000178875	367	5368787	0.006835808535522083
G000178955	144	6237577	0.002308588735658093
G000179955	517	1322860	0.03908198902378181
G000181695	2193	8959438	0.024476981703539884
G000182645	442	4725452	0.009353602576007543
G000182765	151	13031298	0.0011587487294051598
G000182805	302	38423023	0.0007859870890429419
G000182925	1412	41102778	0.003435290918779261
G000183135	1204	3685504	0.032668530545618725
G000184285	1104	2824420	0.0390876710970748
G000184435	151	5783332	0.0026109516105940313
G000184455	718	37912234	0.0018938477748370092
G000185305	281	2012090	0.013965578080503357
G000185365	330	2416868	0.01365403489143801
G000185445	151	2098856	0.007194395423030451
G000185505	3189	2363702	0.13491548427001374
G000185705	585	4391254	0.013321934918818177
G000185725	220	3587649	0.00613214949400011
G000186085	1283	4294549	0.02987508117848929
G000186225	779	3998906	0.019480327869672357
G000186265	300	4888353	0.0061370363392332745
G000186425	816	3152065	0.025887791019537986
G000186445	151	2288292	0.00659880819405915
G000186465	631	2130053	0.02962367603059642
G000186865	101	56684252	0.00017817999962317576
G000187265	971	1742114	0.05573688059449611
G000187405	614	39427129	0.0015573033481590809
G000187425	153	41658580	0.00036727128001002435
G000187465	867	1906164	0.045484019213456975
G000187585	535	1639960	0.032622746896265764
G000187855	511	1982570	0.025774625864408318
G000187895	3401	4422284	0.07690596081120073
G000188035	302	2126945	0.01419876865645327
G000188175	1125	2123854	0.05296974274126187
G000188295	1189	1873173	0.06347518355218658
G000189535	302	4535360	0.006658787836026248
G000189635	853	103037515	0.0008278538161561836
G000190375	2538	4133199	0.06140522147614958
G000190435	112	3316466	0.0033770887444647406
G000190535	984	4392288	0.022402902541909818
G000190575	486	4308723	0.011279444048735553
G000190595	400	3765936	0.010621529415263562
G000190695	151	2220675	0.00679973431501683
G000190755	851	4848369	0.017552294390134084
G000191105	333	2298449	0.014488030841667578
G000191145	704	3862530	0.0182263956525904
G000191405	882	2124937	0.04150711291675942
G000191585	710	2583753	0.02747940689377042
G000191785	137	1891448	0.0072431280162076886
G000192025	369	5536989	0.00666427186328165
G000192065	1088	5539144	0.019642024110584595
G000192435	152	4258206	0.003569578362343203
G000192575	430	4183267	0.010279047452624946
G000193225	306	4703421	0.006505902831152049
G000193415	453	6387045	0.0070924817345110296
G000194115	383	1977127	0.019371542647487996
G000194455	192	564843	0.03399174637908233
G000194605	731	4633577	0.01577614875073836
G000194925	285	2470815	0.011534655569113834
G000194945	484	2280603	0.021222457393943617
G000195615	1239	3747590	0.03306124736163774
G000195635	2600	4332636	0.06000965693863966
G000196015	6897	6913412	0.09976260636571349
G000196135	151	2110355	0.007155194268262923
G000196175	302	3782950	0.007983187723866296
G000196355	151	3234369	0.004668607694422003
G000196515	115	5486185	0.0020961742996271544
G000196555	9277	2385164	0.3889460011974019
G000196575	10539	2408871	0.43750786156668414
G000196615	1260	5372308	0.023453606904146225
G000196675	301	7304029	0.0041210132106540105
G000196795	549	4152543	0.013220814329917835
G000196855	151	1954080	0.007727421599934496
G000197735	1331	3918232	0.033969402526445605
G000198775	108	3750178	0.0028798633024885753
G000203815	1080	31019688	0.003481659776848819
G000203915	1525	7528627	0.020256017465070324
G000204015	2542	5411625	0.04697295174739565
G000204035	1541	3369456	0.04573438561002132
G000204195	3822	5530812	0.069103777166897
G000204235	42202	2623710	1.6084856939219656
G000204315	151	3043263	0.004961779511005128
G000204415	4432	3026665	0.14643179869592438
G000204645	6945	5070771	0.1369614206596985
G000205025	426	2833536	0.015034218728825046
G000205165	586	3791532	0.015455493979742226
G000208865	1978	57547680	0.003437149855563248
G000209065	959	90527336	0.0010593485265047455
G000209125	151	30878304	0.0004890164952064724
G000210055	691	3608022	0.019151767921592493
G000210075	5283	5976145	0.08840146950919028
G000210375	491	6788435	0.0072328894656868625
G000210575	1788	3763317	0.047511277949744864
G000210695	3218	3114788	0.10331361235499814
G000210715	151	2728333	0.0055345150317061735
G000211415	289	4960659	0.005825838865360429
G000211815	115	8481812	0.0013558423600994692
G000211835	1922	3620988	0.0530794357783014
G000212915	211	2991798	0.007052615183244323
G000213175	1598	39147933	0.004081952423899366
G000213575	131	3954905	0.003312342521501781
G000213995	116	4861256	0.0023862145914553766
G000214035	532	4233852	0.012565389626278858
G000214075	1179	6699709	0.017597779246829974
G000214235	1417	5442880	0.026034011405726382
G000214275	637	4493464	0.014176145619504239
G000214555	144	1894546	0.007600765565998398
G000214665	302	5051681	0.005978208045994986
G000214725	669	2546541	0.026270929861329548
G000215105	151	3307740	0.0045650504574120095
G000215705	2931	4070193	0.07201132722698898
G000215745	313	5280350	0.005927637372522655
G000215955	151	3761135	0.004014745548883515
G000217995	453	2138444	0.021183626973631294
G000218545	435	3526441	0.012335382897374434
G000218565	302	3896114	0.007751313231594352
G000218875	302	2061453	0.014649861044612708
G000219215	379	8480917	0.004468856374847201
G000219605	6108	4547930	0.13430285866317204
G000219805	302	1441490	0.020950544228541302
G000220255	475	3128380	0.015183577442638043
G000220395	114	48840289	0.00023341385223989974
G000220525	100	3386149	0.002953207316039548
G000220945	103	10236779	0.0010061758684054819
G000221225	148	28323206	0.0005225397153133017
G000221985	1515	2195478	0.0690054739787873
G000222745	631	2132318	0.029592209041990926
G000222765	511	1994604	0.0256191203868036
G000222975	257	4658451	0.0055168552808648194
G000223215	263	3308068	0.007950259789097443
G000223275	280	2183108	0.01282575117676267
G000224275	151	2126362	0.007101330817612429
G000224615	151	2806193	0.005380955622083014
G000224715	383	3435920	0.011146941721576754
G000225345	2824	3592125	0.07861641785850994
G000225505	303	5074170	0.005971419956367248
G000225525	296	8232174	0.0035956480025810924
G000225545	786	40077109	0.0019612193085085054
G000225705	248	2492465	0.009949989267652705
G000225825	151	3191619	0.004731141154379642
G000226095	212	38744336	0.0005471767537840887
G000226115	366	36912356	0.000991537901292456
G000226135	2158	6115550	0.0352870960093532
G000226395	1786	32224695	0.005542333294388046
G000226545	187	34719534	0.000538601698974416
G000226875	280	2355050	0.011889344175282902
G000226955	604	4126908	0.014635654586920765
G000227295	12438	2554080	0.4869855290358955
G000227315	100	2239804	0.004464676373468392
G000227465	151	4207222	0.0035890666097486653
G000227685	151	3756729	0.004019454158125327
G000227705	453	4355545	0.010400535409460813
G000230375	607	45126119	0.001345118998600345
G000230695	443	4225490	0.010483991205753653
G000230995	302	6200534	0.004870548246328462
G000231035	151	4671017	0.003232700715925461
G000231215	609870	2488626	24.50629383442912
G000231275	323	2855529	0.011311389238211204
G000231305	151	3373986	0.004475418688755673
G000233595	151	4867151	0.003102430970397261
G000233835	621	5944177	0.010447198998280165
G000233915	604	3452554	0.017494295527311087
G000233955	1646	4237068	0.03884761821146132
G000234355	151	2887421	0.005229580307132212
G000234585	151	4871842	0.0030994437011709324
G000234665	358	32120481	0.0011145536706003872
G000235425	149	9978612	0.0014931936425627132
G000235445	604	2687915	0.022470948672112027
G000235565	191	2571054	0.007428859915038735
G000235665	258	5913004	0.004363264425324252
G000235885	1374	3100262	0.04431883498878482
G000235975	923	5347414	0.017260679648143942
G000236605	151	3596620	0.004198386262657717
G000236665	1297	3806980	0.034068999574465846
G000236785	545	6158744	0.008849206916215385
G000236925	127	2787658	0.004555795581810968
G000237065	1431	6845832	0.020903229877683237
G000237365	755	7530361	0.010026079758991635
G000238055	151	2470883	0.006111175640449183
G000238075	301	2520744	0.011940919030254559
G000238115	354	2544613	0.013911742178476648
G000238135	195	2598540	0.007504213904731118
G000238315	165	5488299	0.003006395970773458
G000238575	2108	3543814	0.059483934540582546
G000239295	248	3824944	0.006483755056283177
G000240185	2851	5682442	0.050172091505729405
G000240225	149	5099540	0.002921832165254121
G000241145	151	1862399	0.00810782222284269
G000241325	439	6287718	0.00698186528085388
G000241465	4064	4265036	0.09528641727760329
G000241525	1925	5411395	0.035573082356767524
G000241625	151	2894300	0.005217150951870918
G000241955	302	5448960	0.005542342024900164
G000242115	2187	6588924	0.03319206595796218
G000242235	505	2313712	0.021826398445441784
G000242255	151	3603458	0.004190419313892377
G000242435	151	2500139	0.006039664194670776
G000242455	151	9755746	0.0015478057751811087
G000243015	397	3151614	0.012596720283638795
G000243035	131	2488170	0.005264913571018057
G000243215	454	3773171	0.012032319764993422
G000243235	151	3966877	0.0038065208475080016
G000243335	302	4522800	0.0066772795613336865
G000245015	151	4265186	0.003540291091642897
G000245315	151	3877791	0.003893969530590999
G000245335	151	3957581	0.003815462020865776
G000245735	453	3832637	0.011819538349183605
G000245775	5674	2562752	0.22140261718652446
G000245815	824	1862155	0.04424980734686425
G000246855	107	9033684	0.0011844558654033061
G000246925	795	1886365	0.042144547847314806
G000247715	439	5844319	0.007511568071489595
G000248015	151	4496140	0.003358436347622627
G000248035	151	5671729	0.0026623274842644986
G000248075	151	5301335	0.002848339144762593
G000248155	13072	2882522	0.4534917686664664
G000250635	204	4400205	0.0046361476340306875
G000250875	104	2380639	0.004368574991840427
G000252445	151	4406156	0.003427023464443837
G000252835	5103	2036920	0.25052530290831254
G000252995	118	4460105	0.0026456776241814933
G000253035	930	3072383	0.030269663645450452
G000253115	151	3785554	0.003988848131607685
G000253175	600	4625900	0.012970448993709333
G000253235	151	8226158	0.0018356078256702582
G000253275	3274	3563312	0.09188081200860322
G000255295	151	10080619	0.0014979238874120726
G000255455	356	4258830	0.008359103321804345
G000255655	453	8702826	0.005205205757302283
G000255675	151	9729601	0.0015519649778033035
G000256565	955	4921246	0.019405654584225215
G000257395	209	1728073	0.012094396475148908
G000257765	461	2296370	0.02007516210366796
G000257825	1667	2090789	0.0797306662700062
G000258445	144	1911038	0.007535171985067801
G000258495	803	5149112	0.015594921998200855
G000258535	755	8819200	0.008560867198838897
G000260635	151	2296160	0.006576196780712145
G000260755	867	1858270	0.04665629860031104
G000260965	1039	2745310	0.037846363434366245
G000261045	408	5474685	0.007452483567547722
G000262065	608	6682615	0.009098234747924278
G000262245	151	2254080	0.006698963657013061
G000262525	1078	511492	0.21075598445332477
G000262545	526	2521278	0.020862435637799562
G000262755	151	3426633	0.0044066580809792
G000263675	5960	6179543	0.09644726155316016
G000264295	146	3914619	0.0037296094460278254
G000264315	151	3882180	0.0038895672019329344
G000264375	297	4098078	0.007247299831774797
G000264455	341	6513063	0.005235631837124867
G000264785	149	3706009	0.0040204975217275505
G000264945	786	3945791	0.01991996028172805
G000264995	105	34175781	0.0003072351148317576
G000265075	150	3636481	0.004124866869921773
G000265365	1580	3734239	0.04231116433629449
G000265405	600	4196595	0.014297305315380683
G000269565	949	3861449	0.024576266577649997
G000269625	151	4606804	0.003277760460397273
G000269805	755	3371274	0.022395094554758826
G000269965	7428	2828958	0.2625701760153385
G000270245	642	5683123	0.011296605757081099
G000271325	373	3984249	0.009361864682654122
G000271425	1166	3466058	0.03364052188393847
G000271485	4673	5027135	0.09295553033686185
G000271645	246	28640799	0.0008589145854485414
G000271745	160	47909643	0.00033396199591802423
G000272005	1137	3492289	0.032557442983670595
G000273175	1591	5718458	0.027822185631161407
G000273405	302	4628293	0.0065250838700142795
G000273525	509	2216395	0.022965220549586152
G000275725	1057	3694785	0.028607889227654653
G000277645	453	1729260	0.026196176399153396
G000277855	270	2963099	0.009112081641551632
G000280055	282	3588894	0.007857573948965893
G000280495	699	6122493	0.01141691791236021
G000280675	272	33702514	0.0008070614554154625
G000281045	422	62893572	0.0006709747698858637
G000281755	2939	5512867	0.05331164346972274
G000282995	3821	3024475	0.1263359756651981
G000283235	151	4478052	0.0033720019329833593
G000283495	151	2474718	0.006101705325616899
G000284035	151	6194645	0.002437589240384235
G000284275	1285	7231841	0.017768642867009937
G000284295	570	8773466	0.00649686224349647
G000284355	151	2256675	0.006691260372007489
G000284375	2802	9207384	0.030432096673713188
G000284415	151	3876289	0.0038954783815138656
G000285835	702	3427649	0.02048051011057433
G000285915	653	2349762	0.027790048524063287
G000285995	1886	3119181	0.06046458990356763
G000286355	604	3201570	0.01886574399435277
G000286555	1149	6209084	0.018505145042328305
G000287215	28836	4788450	0.6021990414434734
G000290615	108	3024165	0.0035712337124462453
G000291725	149	5150741	0.0028927876590960407
G000292935	223	2362264	0.009440096449846419
G000294495	186	1980887	0.00938973298325447
